scaffold	length	coverage	breadth	nucl_diversity	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_median	nucl_diversity_rarefied	nucl_diversity_rarefied_median	breadth_rarefied	conANI_reference	popANI_reference	SNS_count	SNV_count	divergent_site_count	population_divergent_sites	consensus_divergent_sites
DBOT01000012.1	4968	0.3425925925925926	0.0855475040257649	0.001758241828108	0	1.2790038809233342	0.0181478333397103	0.054951690821256	0.2610383540101957	0.0			0.0	0.9633699633699634	0.9633699633699634	10	1	11	10	10
DBOT01000013.1	3311	1.7650256720024162	0.2857142857142857	0.0050802202941161	0	4.027959890532627	0.0700117833840144	0.1226215644820296	0.7895522064751496	0.0			0.0	0.9704433497536946	0.9704433497536946	12	2	14	12	12
DBOT01000014.1	2764	0.804630969609262	0.1447178002894356	0.0023060070592805	0	2.094415834024771	0.0398448751254832	0.0640376266280752	0.5085962296059741	0.0			0.0	0.9774011299435028	0.9774011299435028	4	1	5	4	4
DBOT01000015.1	8448	0.6912878787878788	0.0658143939393939	0.0021662164187488	0	2.915047144819401	0.031717163128234	0.0498342803030303	0.45687033671265	0.0			0.0	0.992874109263658	0.992874109263658	3	2	5	3	3
DBOT01000016.1	3466	0.2054241200230813	0.1298326601269475		0	0.5607209383713897	0.0095256617140416	0.0	0.1658895889038558				0.0	0.0	0.0	0	0	0	0	0
DBOT01000017.1	3782	0.682971972501322	0.2199894235854045	0.0010979359328981	0	1.564485831252429	0.0254429986939737	0.0668958223162348	0.4528674869633791	0.0			0.0	0.9762845849802372	0.9762845849802372	6	0	6	6	6
DBOT01000018.1	3390	6.65575221238938	0.8088495575221238	0.005622604352682	5	8.743092728084019	0.1501859479410382	0.508259587020649	0.9971968996416666	0.0	0.0	0.0	0.0005899705014749	0.9866511897852582	0.987811955890888	21	18	39	21	23
DBOT01000020.1	8085	0.5098330241187384	0.0985776128633271	0.0083501254461734	0	1.7159612401464428	0.0190850947955566	0.0645640074211502	0.3624882433379917	0.0			0.0	0.9846743295019156	0.9885057471264368	6	4	10	6	8
DBOT01000022.1	7768	0.8657312049433573	0.1365859938208033	0.0003736705847189	0	2.60922464538746	0.0296063466216338	0.0914006179196704	0.5344057135288186	0.0			0.0	0.9873239436619718	0.9873239436619718	9	0	9	9	9
DBOT01000023.1	3822	0.1475667189952904	0.075876504447933		0	0.5188171272567726	0.0083931654804518	0.0	0.1221691984625465				0.0	0.0	0.0	0	0	0	0	0
DBOT01000024.1	11021	0.481263043281009	0.0561655022230287	0.005170274379472	0	2.1782341062551067	0.0207497924281769	0.0415570274929679	0.3462009692741946	0.0			0.0	0.9716157205240176	0.9716157205240176	13	2	15	13	13
DBOT01000025.1	16751	0.6635424750761149	0.072115097606113	0.0008593745293465	0	2.9765337512482204	0.0229987062223006	0.0414303623664258	0.4433997637799467	0.0			0.0	0.9726224783861672	0.9726224783861672	19	1	20	19	19
DBOT01000027.1	16358	1.4993275461547866	0.1571096711089375	0.0060610793664075	0	5.023051719403689	0.0392749664765572	0.0923707054652158	0.7339061527612372	0.0			0.0	0.9609530112508272	0.9662475181998676	51	16	67	51	59
DBOT01000029.1	13460	0.2687964338781575	0.0735512630014858	0.0005973121015037	0	1.1500208184118863	0.0099128676027835	0.0304606240713224	0.2112826425223213	0.0			0.0	0.948780487804878	0.948780487804878	21	0	21	21	21
DBOT01000030.1	6701	0.4109834353081629	0.0793911356513953	0.0031119929892676	0	1.5911893484528028	0.019439471856615	0.0417848082375764	0.304342872808619	0.0			0.0	0.9678571428571427	0.9714285714285714	8	1	9	8	9
DBOT01000031.1	8376	0.5251910219675263	0.1414756446991404	0.0027005629292849	0	1.5755672669849026	0.0172164871095513	0.0346227316141356	0.3710752554204811	0.0			0.0	0.986206896551724	0.986206896551724	4	2	6	4	4
DBOT01000034.1	11268	0.1409300674476393	0.0350550230741924	0.0028235295239616	0	0.7926828046786796	0.0074678449118193	0.0150869719559815	0.1170098640951552	0.0			0.0	0.9705882352941176	0.9705882352941176	5	1	6	5	5
DBOT01000035.1	9909	0.4572610757896861	0.1292764153799576	0.000986180665358	0	1.4454507568097874	0.0145214606348923	0.053486729236048	0.3321966466002967	0.0			0.0	0.9622641509433962	0.9622641509433962	20	0	20	20	20
DBOT01000036.1	28973	0.1091706071169709	0.0285783315500638	0.0022481166710287	0	0.8305859988571729	0.004879725224065	0.0101818934870396	0.0918971592752579	0.0			0.0	0.9728813559322034	0.9728813559322034	8	1	9	8	8
DBOT01000037.1	7659	6.262566914740828	0.5320537929233582	0.0075996447566831	2	7.811051874901897	0.0892589638430029	0.4422248335291813	0.996033402424859	0.0			0.0	0.9905521110126956	0.9937998228520816	21	46	67	21	32
DBOT01000039.1	5418	2.636028054632706	0.319859726836471	0.0043988161938035	0	5.168126599074701	0.0702188521453818	0.1902916205241786	0.9024717083441658	0.0			0.0	0.9776915615906888	0.9786614936954412	22	8	30	22	23
DBOT01000042.1	10383	0.665992487720312	0.0984301261677742	0.0033443613513051	0	2.351547529241133	0.0230788013402816	0.0767600886063758	0.4446025895728988	0.0			0.0	0.9686323713927228	0.9686323713927228	25	3	28	25	25
DBOT01000044.1	7723	0.2799430273209892	0.0795027838922698	0.0019561816269243	0	1.143399682975903	0.0130116738523513	0.0367732746342095	0.2190074694342094	0.0			0.0	0.9823943661971832	0.9823943661971832	5	0	5	5	5
DBOT01000045.1	13908	1.969873454127121	0.1783865401207937	0.0030671359870234	0	5.032539909056244	0.0426747023142024	0.1459591601955709	0.8243739499525697	0.0			0.0	0.9684729064039408	0.9699507389162562	61	14	75	61	64
DBOT01000048.1	11998	1.4265710951825303	0.1060176696116019	0.0025392489329628	0	5.2543476083496365	0.0479714086353431	0.0958493082180363	0.71625016084638	0.0			0.0	0.9739130434782608	0.9756521739130436	28	5	33	28	30
DBOT01000049.1	6086	0.2022674991784423	0.0810055865921787		0	0.7765466908993854	0.0099549087179991	0.0	0.1635614329970035				0.0	0.0	0.0	0	0	0	0	0
DBOT01000051.1	3369	1.1959038290293855	0.2181656277827248	0.0016316632088673	0	2.9150790390231336	0.0502301289687863	0.1383199762540813	0.652149705865033	0.0			0.0	0.9570815450643776	0.9592274678111588	19	2	21	19	20
DBOT01000052.1	6613	2.837290185997278	0.2744593981551489	0.0038086625303755	0	5.62187358538332	0.069137656300734	0.1917435354604566	0.918351124694054	0.0			0.0	0.972397476340694	0.9763406940063092	30	9	39	30	35
DBOT01000055.1	17568	0.65033014571949	0.109801912568306	0.0036076058827742	0	2.6925927419953544	0.0203152359206326	0.0486111111111111	0.436868168154651	0.0			0.0	0.9648711943793912	0.968384074941452	27	5	32	27	30
DBOT01000057.1	5677	0.5985555751277083	0.1113264047912629	0.0061481946605747	0	2.247348197785995	0.0298297197096857	0.0519640655275673	0.4105259455835994	0.0			0.0	0.9694915254237289	0.9694915254237289	9	4	13	9	9
DBOT01000062.1	5065	0.0345508390918065	0.0345508390918065		0	0.1826392033761059	0.0025665347905942	0.0	0.0300477067571551				0.0	0.0	0.0	0	0	0	0	0
DBOT01000064.1	2654	6.819140919366993	0.6891484551620196	0.0031297895465842	7	6.047575374732683	0.1174120484090086	0.5339110776186887	0.997573490397549	0.0			0.0	0.9668313338038108	0.9689484827099506	44	6	50	44	47
DBOT01000067.1	7883	27.215273373081317	0.9416465812507928	0.0028046159100585	25	16.688023497753125	0.1879691975195218	0.914372700748446	0.9999999999634042	0.0	0.0022619718537084	0.0	0.1080806799441836	0.995144284128746	0.9965316315205328	44	50	94	25	35
DBOT01000068.1	7351	0.4612977826146102	0.094136852128962	0.0039676550424323	0	1.511338329991507	0.0176286082723297	0.0720990341450142	0.3345727357749861	0.0			0.0	0.979245283018868	0.979245283018868	11	3	14	11	11
DBOT01000069.1	3830	1.5530026109660575	0.2383812010443864	0.0011583754762274	0	3.2428568002838527	0.0524064918036611	0.1911227154046997	0.7462234961683879	0.0			0.0	0.953551912568306	0.953551912568306	34	0	34	34	34
DBOT01000071.1	14605	1.0625128380691544	0.1221499486477233	0.0018809317927999	0	3.611195700994723	0.0298823750746869	0.0929818555289284	0.608667945836528	0.0			0.0	0.9653902798232696	0.9661266568483065	46	3	49	46	47
DBOT01000072.1	11584	0.6203383977900553	0.0635359116022099	0.0004781804909216	0	3.116608183678181	0.0289582076880398	0.0369475138121547	0.4217556826534232	0.0			0.0	0.9742990654205608	0.9742990654205608	11	0	11	11	11
DBOT01000074.1	13689	0.0151946818613485	0.0151946818613485		0	0.1223266263103864	0.0010455649112658	0.0	0.0133272986162894				0.0	0.0	0.0	0	0	0	0	0
DBOT01000075.1	10727	1.4570709424815884	0.3082874988347161	0.0019715055893548	0	3.0436981090884263	0.0293888558147469	0.0989092943040924	0.7237899472982899	0.0			0.0	0.9707822808671064	0.9717247879359096	30	2	32	30	31
DBOT01000076.1	15897	0.8524249858463862	0.1809146379820091	0.0020394342239288	0	2.595763396147896	0.0205883326649176	0.0684405862741397	0.5289030005329154	0.0			0.0	0.9816176470588236	0.9825367647058824	19	4	23	19	20
DBOT01000078.1	8382	0.6484132665235027	0.1765688379861608	0.0011337868593357	0	1.7556152504783988	0.0191770333909632	0.0257695060844667	0.4359142016615205	0.0			0.0	0.976851851851852	0.976851851851852	5	0	5	5	5
DBOT01000080.1	6084	1.2315910585141354	0.096318211702827	0.0017272509151451	0	4.261980603559102	0.0546452680530002	0.0836620644312952	0.6629401960791101	0.0			0.0	0.9607072691552064	0.9607072691552064	20	1	21	20	20
DBOT01000081.1	13072	0.2490820073439412	0.0644124847001224	0.0008169935030095	0	1.0850107093005246	0.0094902929250842	0.0260097919216646	0.1974325779445799	0.0			0.0	0.9588235294117649	0.9588235294117649	14	0	14	14	14
DBOT01000083.1	9327	0.2093920874879382	0.084485901147207		0	0.7716745684956322	0.0079907304735052	0.0	0.1688069604851478				0.0	0.0	0.0	0	0	0	0	0
DBOT01000085.1	4523	1.3028963077603362	0.1328764094627459	0.0016966201251763	0	4.040449691229353	0.0600847729805971	0.0727393323015697	0.6835080397430753	0.0			0.0	0.945288753799392	0.945288753799392	18	1	19	18	18
DBOT01000086.1	3337	1.6239136949355708	0.270002996703626	0.0012520384554769	0	3.3233047883027056	0.0575383166983178	0.1528318849265807	0.7616263295487198	0.0			0.0	0.9627450980392156	0.9627450980392156	19	1	20	19	19
DBOT01000088.1	5821	1.112695413159251	0.2047758117161999	0.0017351719513863	0	2.960951614426229	0.0388123391983837	0.0779934719120426	0.6256297693975008	0.0			0.0	0.9691629955947136	0.9691629955947136	14	1	15	14	14
DBOT01000090.1	3864	0.5232919254658385	0.1286231884057971	0.0036878550565371	0	1.5416830668962662	0.024804629716761	0.0481366459627329	0.3700197253627513	0.0			0.0	0.9946236559139784	0.9946236559139784	1	1	2	1	1
DBOT01000095.1	5464	0.2754392386530014	0.0887628111273792		0	0.9290795782419836	0.0125700589340173	0.0	0.215895398876205				0.0	0.0	0.0	0	0	0	0	0
DBOT01000097.1	19373	0.3311825736850255	0.068342538584628	0.0003771551724137	0	1.521557146025451	0.0109320356144248	0.0299385743044443	0.2535556499193836	0.0			0.0	0.9586206896551724	0.9586206896551724	24	0	24	24	24
DBOT01000101.1	6970	0.8885222381635581	0.1027259684361549	0.0019472008034334	0	3.1032999925046947	0.0371739343911473	0.0846484935437589	0.543681905178641	0.0			0.0	0.9610169491525424	0.9610169491525424	23	2	25	23	23
DBOT01000102.1	3287	3.667477943413447	0.4606023729844843	0.005158324997937	0	5.503257143027113	0.0960032701028667	0.3145725585640401	0.960772726597118	0.0			0.0	0.9709864603481624	0.9738878143133464	27	7	34	27	30
DBOT01000103.1	22588	1.5653001593766602	0.1572516380378962	0.0023143758713188	0	5.486104128618597	0.0365035221374424	0.1044802550026562	0.7489642803793137	0.0	0.0	0.0	0.0005755268284044	0.9627118644067796	0.9627118644067796	87	9	96	88	88
DBOT01000104.1	11899	2.6603075888730143	0.2447264476006387	0.0023287775690463	0	5.779494073885872	0.0529849880182442	0.1958147743507858	0.9045403468600084	0.0			0.0	0.9695278969957082	0.9708154506437768	68	11	79	68	71
DBOT01000106.1	29445	0.563015792154865	0.0613686534216335	0.0049943277203768	0	2.821973817522774	0.0164457837570044	0.0393275598573611	0.3917339706703586	0.0			0.0	0.9602763385146804	0.961139896373057	42	13	55	45	46
DBOT01000107.1	11995	0.4597749062109212	0.0530220925385577	0.0030200846366963	0	2.250123268213276	0.0205458582929195	0.0393497290537724	0.3336773339345331	0.0			0.0	0.972457627118644	0.9745762711864406	12	2	14	12	13
DBOT01000108.1	13362	1.9445442299057027	0.1315671306690615	0.0029898790450693	0	6.229266806850747	0.0538911499231261	0.1009579404280796	0.8204016939599399	0.0			0.0	0.9770200148257968	0.9785025945144552	29	14	43	29	31
DBOT01000109.1	3319	0.7670985236517023	0.1138897258210304	0.0024173355602717	0	2.334034130754302	0.0405199603419588	0.0861705332931605	0.492037674413167	0.0			0.0	0.9790209790209792	0.9790209790209792	6	2	8	6	6
DBOT01000110.1	12677	1.202650469353948	0.2058846730298966	0.0014183574659428	0	3.057808455257444	0.0271593368741751	0.1232941547684783	0.6542157884202964	0.0			0.0	0.9955214331413949	0.9955214331413949	7	2	9	7	7
DBOT01000112.1	16899	0.3139239008225338	0.0818983371797147	0.0032706649139009	0	1.494721835939555	0.0114985406836117	0.0171607787443043	0.2420931608782216	0.0			0.0	0.9655172413793104	0.9655172413793104	10	2	12	10	10
DBOT01000113.1	13743	0.0371098013534162	0.0207378301680855		0	0.2616803515122748	0.0022322670171965	0.0	0.0322369014835137				0.0	0.0	0.0	0	0	0	0	0
DBOT01000114.1	12701	0.0667663963467443	0.0318872529722069		0	0.396760968186819	0.0035206842780281	0.0	0.0572505516316219				0.0	0.0	0.0	0	0	0	0	0
DBOT01000115.1	8052	0.592026825633383	0.1141331346249379	0.0011940298240575	0	1.8303211533409431	0.0203986950551064	0.0665673124689518	0.4071178808624088	0.0			0.0	0.960820895522388	0.960820895522388	21	0	21	21	21
DBOT01000116.1	10510	1.8341579448144625	0.2178877259752616	0.002619957957949	0	4.241473646773174	0.0413748161469896	0.1665080875356803	0.8020144964320476	0.0			0.0	0.9754285714285714	0.9771428571428572	40	8	48	40	43
DBOT01000118.1	15347	0.1199582980387046	0.0188962012119632	0.002687155354953	0	0.8717961113984912	0.0070374825437231	0.0183749266957711	0.1005062529214421	0.0			0.0	0.9822695035460992	0.9822695035460992	5	1	6	5	5
DBOT01000120.1	3512	1.5703302961275627	0.244874715261959	0.003239316206712	0	3.319397862385405	0.0560201020009746	0.1665717539863325	0.7500768107879751	0.0			0.0	0.9743589743589745	0.976068376068376	13	4	17	14	15
DBOT01000121.1	12640	0.3167721518987342	0.0541930379746835	0.0031831394234665	0	1.7806902974484402	0.0158391559715139	0.0250791139240506	0.2439969059305961	0.0			0.0	0.9716088328075708	0.9716088328075708	9	1	10	9	9
DBOT01000123.1	4455	0.0949494949494949	0.0666666666666666		0	0.377491383906954	0.0056562935078517	0.0	0.0804219946812961				0.0	0.0	0.0	0	0	0	0	0
DBOT01000124.1	7143	4.264454710905782	0.4254514909701806	0.0025591456116712	0	6.445427172540632	0.0762678989890469	0.3128937421251574	0.9768442815049572	0.0			0.0	0.9798657718120806	0.9803131991051454	44	8	52	44	45
DBOT01000125.1	3685	0.0401628222523744	0.0401628222523744		0	0.1963409533467195	0.0032348271883377	0.0	0.0348423007173746				0.0	0.0	0.0	0	0	0	0	0
DBOT01000126.1	30724	1.0232066137221716	0.1381656034370524	0.0029529791779103	0	3.225825707232007	0.0184038670876052	0.089246191902096	0.5948473786067121	0.0			0.0	0.977024070021882	0.9784828592268418	59	11	70	59	63
DBOT01000127.1	2689	2.526217924879137	0.6310896243956862	0.0037461612777837	2	3.1212274595035683	0.0602019816243837	0.2227593901078468	0.8925414865899406	0.0			0.0	0.991652754590985	0.994991652754591	3	5	8	3	5
DBOT01000131.1	8487	0.0646871686108165	0.0338164251207729		0	0.3496344173676549	0.0037954446598419	0.0	0.0555181132988163				0.0	0.0	0.0	0	0	0	0	0
DBOT01000132.1	17938	0.0231352436169026	0.0138811461701416		0	0.2027515696935818	0.0015138725737858	0.0	0.020221173578489				0.0	0.0	0.0	0	0	0	0	0
DBOT01000135.1	6442	0.0878609127600124	0.0448618441477801		0	0.4076021466987807	0.00507878482217	0.0	0.074648104241574				0.0	0.0	0.0	0	0	0	0	0
DBOT01000136.1	3211	0.0872002491435689	0.0872002491435689		0	0.2821282787897528	0.0049795959279097	0.0	0.0741081279456566				0.0	0.0	0.0	0	0	0	0	0
DBOT01000138.1	4909	2.3104501935221022	0.4811570584640456	0.00387705672764	0	3.3598250102687914	0.0479583664262513	0.2063556732532084	0.8699878694400218	0.0			0.0	0.9693978282329714	0.9733464955577492	27	7	34	27	31
DBOT01000139.1	3202	0.0512179887570268	0.0512179887570268		0	0.2204420703602466	0.0038962933219864	0.0	0.0442180560712648				0.0	0.0	0.0	0	0	0	0	0
DBOT01000140.1	10590	0.0759206798866855	0.0348441926345609		0	0.4254597883229414	0.0041345766300431	0.0	0.0648402983171858				0.0	0.0	0.0	0	0	0	0	0
DBOT01000143.1	3655	1.1285909712722295	0.1025991792065663	0.0022051900425212	0	3.73051021928237	0.0617140378477986	0.081532147742818	0.6308476426583143	0.0			0.0	0.9899328859060402	0.9899328859060402	3	2	5	3	3
DBOT01000145.1	20577	0.1619283666229285	0.0329494095349176	0.0045605990393408	0	1.0702236040145543	0.0074609486261934	0.0140934052582981	0.1332309774986056	0.0			0.0	0.9517241379310344	0.9517241379310344	14	1	15	14	14
DBOT01000148.1	7200	0.1565277777777777	0.0402777777777777		0	0.7676255954460812	0.0090471826975976	0.0	0.1290877276212481				0.0	0.0	0.0	0	0	0	0	0
DBOT01000150.1	2951	4.259911894273127	0.6885801423246357	0.0024309996933146	3	4.616856815077694	0.0850032239686283	0.3022704168078617	0.976751210263394	0.0			0.0	0.9910313901345292	0.9910313901345292	8	2	10	8	8
FONU01000001.1	1508	0.2248010610079575	0.1200265251989389		0	0.6426447964689223	0.0165544352394537	0.0	0.1800396855195138				0.0	0.0	0.0	0	0	0	0	0
FONU01000002.1	1069	0.2890551917680075	0.166510757717493		0	0.6712608702888891	0.0205402490599038	0.0	0.2252661549316389				0.0	0.0	0.0	0	0	0	0	0
NC_008530.1	1894360	0.1854758335268903	0.0195364133533224	0.00252541672107	0	1.9286240081124093	0.0014012525821004	0.0109847125150446	0.151067126361283	0.0	0.0027231789187879	0.0	0.000159420595874	0.9901965495698976	0.9911576721610842	177	72	249	184	204
NC_008531.1	2038396	0.0031250061322726	0.0004969593739391	0.0024538316108562	0	0.1438703364750404	0.0001007690319831	0.0004238626841889	0.0027555768239823	0.0			0.0	0.9907407407407408	0.9907407407407408	8	2	10	8	8
NZ_CP017713.1	2951508	0.0130692513792949	0.003573427549578	0.0048694469584714	0	0.3743217914826932	0.0002178829275231	0.0006057920222476	0.0114738168548325	0.0			0.0	0.9865771812080536	0.988255033557047	21	11	32	21	24
NZ_CP018867.1	2333865	0.0007014116069267	0.0001242574013492	0.0021737373958934	0	0.0632468803294379	4.14000948539205e-05	0.0001178302943829	0.0006191546934941	0.0			0.0	0.9963636363636365	0.9963636363636365	1	0	1	1	1
NZ_CP018868.1	68058	0.0082429692321255	0.0042316847394869		0	0.1272697594703511	0.0004878528233665	0.0	0.0072521173956889				0.0	0.0	0.0	0	0	0	0	0
NZ_CP018888.1	1610352	0.0716209872127336	0.0053062932824624	0.0061997601897478	0	2.0520158854680703	0.0016170388154367	0.0029459397696901	0.0612830958035788	0.0	0.0190130697618616	0.0	0.0003135960336622	0.9940978077571668	0.99641652613828	16	76	92	17	28
NZ_CP015248.1	21983	0.0255652094800527	0.0131920120092798		0	0.2228408052530764	0.0015030073950094	0.0	0.0223211919070432				0.0	0.0	0.0	0	0	0	0	0
NZ_CP017326.1	1683184	0.0020740453806595	0.0009208737725643	0.0026748970702842	0	0.0858580234919484	6.617824083068542e-05	0.0001604102700596	0.001829706114239	0.0			0.0	0.9925925925925926	0.9925925925925926	2	1	3	2	2
NZ_CP017702.1	2551839	0.0013656817691084	0.0002210170782717	0.0016523205697742	0	0.111128841756445	6.956651343832926e-05	0.0001132516589016	0.0012051702005115	0.0			0.0	0.9930795847750864	0.9930795847750864	2	1	3	2	2
NZ_CP017706.1	2172769	16.223245545200616	0.433794388634963	0.0079062987614524	0	45.6666345329215	0.0309807786346399	0.3599291963388653	0.9999993992733412	0.0	0.0077343442934456	0.0	0.1059942405290208	0.9847105593937928	0.989224377687672	8308	15480	23788	8427	11957
NZ_CP026116.1	1898076	0.0073131950459307	0.0029930308375428	0.0023736679646635	0	0.180639604771072	0.0001311161806196	0.0004067276547409	0.0064367460492277	0.0			0.0	0.9844559585492229	0.9844559585492229	12	1	13	12	12
NZ_CP026117.1	18445	0.0151802656546489	0.0151802656546489		0	0.122269477750186	0.0009003067379316	0.0	0.0133147386758207				0.0	0.0	0.0	0	0	0	0	0
NZ_CP027191.1	35855	0.985023009343188	0.0635336773113931	0.0107335196740755	0	5.881986705324835	0.0310638464989974	0.0502300934318784	0.580954308990555	0.0	0.010493172699189	0.0	0.0069446381257844	0.983342587451416	0.9872293170460856	23	39	62	23	30
NZ_CP027195.1	51446	0.373245733390351	0.053045912218637	0.0104706131154207	0	2.060333482417146	0.0090837659237965	0.0292928507561326	0.2807713657470319	0.0			0.0	0.9907100199071002	0.9940278699402788	9	28	37	9	14
NZ_CP027565.1	2355805	0.000358688431343	0.000358688431343		0	0.0189356746368389	1.2337046602879967e-05	0.0	0.0003166717337944				0.0	0.0	0.0	0	0	0	0	0
NZ_CP027805.1	2044184	0.4120397185380572	0.1106475737996188	0.0052303270344741	0	1.613122151654091	0.0011282552652157	0.0317989965678236	0.3049914083928685	0.0			0.0	0.9866929218651448	0.9886312939402796	739	432	1171	739	865
NZ_AYYT01000004.1	109397	3.268855635894951	0.5068603343784565	0.0042165950704778	1	4.925562172951319	0.0148920705176362	0.2700713913544247	0.9442233260461936	0.0			0.0	0.991842951430022	0.9945168387205956	161	205	366	162	241
NZ_AYYT01000005.1	102638	2.6977045538689373	0.3968900407256571	0.0041960188813137	0	4.938036204293198	0.0154135364933363	0.2085679767727352	0.9076410922955858	0.0			0.0	0.987107021067875	0.9889288550474143	236	151	387	237	276
NZ_AYYT01000006.1	83928	4.461049947574111	0.5687374892765227	0.004790851122944	1	6.366599124257849	0.0219764052758826	0.3360022876751501	0.9805344122607946	0.0			0.0	0.9923049645390072	0.9941843971631206	163	220	383	164	217
NZ_AYYT01000007.1	80533	4.138638818869284	0.5515627134218271	0.0051621528713808	1	6.092985469015744	0.0214706849794267	0.3236685582307874	0.9741234487385824	0.0			0.0	0.9865341824599094	0.9895265863577074	273	221	494	273	351
NZ_AYYT01000008.1	71895	5.447527644481536	0.6805758397663259	0.0042861816509918	4	6.068773614696454	0.0226336509227748	0.4564156060922178	0.991853500148722	0.0			0.0	0.9931126958005728	0.9954897299932955	148	220	368	148	226
NZ_AYYT01000009.1	62085	3.449802689860675	0.4361601030844809	0.0037115327121353	0	5.923213805663008	0.0237721008592069	0.2642023032938713	0.9524596176863888	0.0			0.0	0.9863439614704628	0.9882948241175394	191	93	284	192	224
NZ_AYYT01000010.1	61970	4.179667581087623	0.6420041955785057	0.0039995283733903	3	4.908544879212543	0.0197181207653811	0.3936098111989672	0.975044136493144	0.0			0.0	0.992169563791407	0.9931944899967202	166	143	309	166	191
NZ_AYYT01000011.1	58134	4.513933326452678	0.5345064850173736	0.0051020812247623	1	7.734288232934781	0.0320781257117232	0.2912581277737641	0.9814224817815024	0.0	0.016426666577657	0.0	0.0005160491278769	0.991495393338058	0.994153082919915	98	163	261	99	144
NZ_AYYT01000012.1	57821	6.906867747012331	0.6654848584424344	0.0062356113354461	3	9.254204166288286	0.0384857569667061	0.4290828591688141	0.997754358877512	0.0	0.0024934306631992	0.0	0.0023693813666315	0.987303506650544	0.9908101571946796	226	315	541	228	315
NZ_AYYT01000014.1	49445	3.94294670846395	0.5630700778642936	0.0057165979945669	1	5.792589357842735	0.0260504927913894	0.3248255637577106	0.9692425163489516	0.0			0.0	0.991034182180437	0.9944586264865202	89	168	257	89	144
NZ_AYYT01000015.1	48132	5.093638327931521	0.5597939001080362	0.0049938403174392	2	6.880322553880884	0.0313614660391914	0.3780229369234605	0.9888652301056348	0.0			0.0	0.9896125309150866	0.9923055784556196	140	165	305	140	189
NZ_AYYT01000016.1	45580	3.2668056164984645	0.4134050021939447	0.0078796793939179	0	6.019207184637159	0.0281940130205918	0.2236068451075032	0.944122269507526	0.0			0.0	0.9813579277864992	0.9872448979591836	126	156	282	130	190
NZ_AYYT01000017.1	42238	5.355817036791515	0.6468819546380037	0.003369899734821	3	6.85201275089561	0.0333404633110488	0.4089445522988778	0.9911663452054724	0.0			0.0	0.9942685115498175	0.9953684941816708	80	92	172	80	99
NZ_AYYT01000018.1	41707	4.660176948713645	0.6110724818375812	0.0029672208819059	2	6.04883517146476	0.0296191424791071	0.3853789531733282	0.9836730187087074	0.0			0.0	0.9951471411684192	0.9962048155291484	61	63	124	61	78
NZ_AYYT01000019.1	40214	1.3933953349579749	0.2777639627990252	0.0049496266088461	0	2.992050631535532	0.0149205798587594	0.1186651414930123	0.7078149897976079	0.0			0.0	0.9840737636211232	0.987845766974015	57	39	96	58	76
NZ_AYYT01000020.1	35080	4.1851767388825545	0.5556157354618015	0.0061153310065923	2	5.909877831528045	0.0315540348660139	0.3359179019384264	0.9751652416436344	0.0			0.0	0.9862525458248472	0.9899015614392396	119	136	255	119	162
NZ_AYYT01000021.1	34552	6.244848344524195	0.7715327622134753	0.0028952887501301	4	7.185596860404569	0.0386573907489814	0.4786119472100023	0.995970855015607	0.0	0.0	0.0	0.0002604769622597	0.9965531837697283	0.9984277680353149	26	80	106	26	57
NZ_AYYT01000022.1	34136	6.99402390438247	0.6684438715725334	0.0100776238615892	4	8.093791184127618	0.0438078603500964	0.4969240684321537	0.9979206981851808	0.0			0.0	0.9745328066969288	0.9799563756411012	334	327	661	340	432
NZ_AYYT01000023.1	26189	2.451410897705143	0.4689755240749933	0.0046171907935522	0	3.8150941918476686	0.0235751301339367	0.2157394325862003	0.8852036767069579	0.0			0.0	0.9846017699115044	0.9872566371681416	72	46	118	72	87
NZ_AYYT01000024.1	25724	1.0923262323122376	0.2732856476442233	0.0035181594335891	0	2.260806777792592	0.0140962189766607	0.0882833151920385	0.6188354331534831	0.0			0.0	0.9907529722589168	0.9907529722589168	21	10	31	21	21
NZ_AYYT01000025.1	25077	7.67791203094469	0.7407584639310922	0.0067205221391367	5	8.771361043380518	0.0553908279853769	0.5262192447262432	0.9988632663214132	0.0			0.0	0.9832525007578052	0.9881024552894816	157	185	342	157	221
NZ_AYYT01000026.1	17980	3.600333704115684	0.5086206896551724	0.0058003740590946	1	5.65562512464255	0.0421791524659633	0.2904894327030033	0.958376678704589	0.0			0.0	0.9887038100708404	0.9929159486884932	36	52	88	37	59
NZ_AYYT01000027.1	16238	0.6205197684443897	0.1631358541692326	0.0063304919618982	0	1.791538369969352	0.0140596082113093	0.0615223549698238	0.4218482812322094	0.0			0.0	0.957957957957958	0.9629629629629628	37	11	48	37	42
NZ_AYYT01000028.1	14417	0.0978012069085107	0.0200457792883401	0.0	0	0.686177820441969	0.0057149743993565	0.018034265103697	0.0827346358911453	0.0			0.0	0.95	0.95	13	0	13	13	13
NZ_AYYT01000029.1	13914	1.7513295960902688	0.2603852235158833	0.0072214037658698	0	3.473834932218222	0.0294509145386043	0.1789564467442863	0.7869916758133209	0.0			0.0	0.9863453815261044	0.9919678714859438	20	35	55	20	34
