Bin Id,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,bin_class,class_3
S22C848,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S22C85,k__Bacteria (UID203),5449,104,58,91,13,0,0,0,0,14.26,0.0,0.0,3,2
S22C931,o__Clostridiales (UID1226),155,278,158,28,248,2,0,0,0,91.28,1.27,0.0,0,0
S22C961,o__Clostridiales (UID1212),172,263,149,14,249,0,0,0,0,91.72,0.0,0.0,0,0
S23C1020,k__Bacteria (UID2372),131,177,106,13,161,3,0,0,0,95.42,2.83,0.0,0,0
S23C1058,p__Bacteroidetes (UID2605),350,316,210,17,297,2,0,0,0,92.62,0.71,0.0,0,0
S23C1072,p__Bacteroidetes (UID2605),350,314,208,75,238,1,0,0,0,83.82,0.48,100.0,1,1
S23C1088,o__Bacteroidales (UID2657),160,490,267,104,386,0,0,0,0,85.22,0.0,0.0,1,1
S23C1094,k__Bacteria (UID203),5449,104,58,94,10,0,0,0,0,15.52,0.0,0.0,3,2
S23C118,o__Clostridiales (UID1212),172,263,149,113,148,2,0,0,0,59.04,1.01,50.0,1,1
S23C1192,o__Bacteroidales (UID2617),213,406,265,48,357,1,0,0,0,95.46,0.38,0.0,0,0
S23C1193,o__Clostridiales (UID1226),155,274,157,58,211,5,0,0,0,79.26,1.14,80.0,1,1
S23C1253,p__Actinobacteria (UID2112),31,211,124,59,151,1,0,0,0,87.37,0.81,0.0,1,1
S23C1277,p__Euryarchaeota (UID3),148,188,125,34,154,0,0,0,0,76.36,0.0,0.0,1,1
S23C1375,f__Bifidobacteriaceae (UID1460),70,502,225,7,493,2,0,0,0,98.22,0.3,50.0,0,0
S23C1449,o__Clostridiales (UID1212),172,263,149,78,181,4,0,0,0,68.13,1.03,100.0,1,1
S23C1454,o__Clostridiales (UID1212),172,263,149,40,220,3,0,0,0,79.84,2.01,100.0,1,1
S23C147,o__Clostridiales (UID1120),304,247,141,11,236,0,0,0,0,94.56,0.0,0.0,0,0
S23C161,p__Actinobacteria (UID2112),31,211,124,6,205,0,0,0,0,97.98,0.0,0.0,0,0
S23C1630,c__Bacilli (UID284),725,279,151,21,253,5,0,0,0,92.12,1.49,20.0,0,0
S23C177,f__Lachnospiraceae (UID1256),33,333,171,21,307,4,1,0,0,96.53,2.63,57.14,0,0
S23C1777,k__Bacteria (UID203),5449,104,58,71,33,0,0,0,0,50.0,0.0,0.0,3,2
S23C1784,p__Bacteroidetes (UID2605),350,316,210,149,167,0,0,0,0,57.83,0.0,0.0,1,1
S23C1818,k__Bacteria (UID203),5449,98,58,61,37,0,0,0,0,53.45,0.0,0.0,1,1
S23C1922,o__Clostridiales (UID1212),172,263,149,124,139,0,0,0,0,45.84,0.0,0.0,3,2
S23C1946,o__Clostridiales (UID1212),172,261,147,24,237,0,0,0,0,92.86,0.0,0.0,0,0
S23C2044,k__Bacteria (UID203),5449,98,58,79,19,0,0,0,0,20.34,0.0,0.0,3,2
S23C210,k__Bacteria (UID203),5449,103,57,94,9,0,0,0,0,10.85,0.0,0.0,3,2
S23C2162,o__Clostridiales (UID1212),172,261,147,11,249,1,0,0,0,93.71,0.68,100.0,0,0
S23C2163,k__Bacteria (UID203),5449,103,58,93,10,0,0,0,0,17.24,0.0,0.0,3,2
S23C2226,k__Bacteria (UID203),5449,98,58,94,4,0,0,0,0,6.9,0.0,0.0,3,2
S23C2392,k__Bacteria (UID203),5449,104,58,86,17,1,0,0,0,27.59,1.72,0.0,3,2
S23C2425,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S23C2536,k__Bacteria (UID203),5449,104,58,74,30,0,0,0,0,41.16,0.0,0.0,3,2
S23C2569,p__Bacteroidetes (UID2605),350,314,208,21,290,3,0,0,0,99.14,0.99,33.33,0,0
S23C2577,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,3,2
S23C2616,o__Bacteroidales (UID2657),160,492,269,127,365,0,0,0,0,67.57,0.0,0.0,1,1
S23C2981,c__Clostridia (UID1118),387,223,124,64,159,0,0,0,0,69.51,0.0,0.0,1,1
S23C2991,k__Bacteria (UID203),5449,103,57,84,19,0,0,0,0,25.2,0.0,0.0,3,2
S23C3124,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,3,2
S23C3127,k__Bacteria (UID203),5449,103,57,69,34,0,0,0,0,49.12,0.0,0.0,3,2
S23C3469,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,3,2
S23C3603,k__Bacteria (UID203),5449,104,58,1,14,75,14,0,0,98.28,97.59,21.37,3,2
S23C43158,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S23C461,k__Bacteria (UID209),5443,105,59,32,73,0,0,0,0,86.44,0.0,0.0,1,1
S23C501,k__Bacteria (UID203),5449,103,57,70,33,0,0,0,0,35.66,0.0,0.0,3,2
S23C5067,k__Bacteria (UID203),5449,104,58,65,39,0,0,0,0,56.06,0.0,0.0,1,1
S23C542,k__Bacteria (UID203),5449,104,58,81,22,1,0,0,0,33.07,1.72,0.0,3,2
S23C5795,o__Clostridiales (UID1212),172,261,147,2,259,0,0,0,0,98.64,0.0,0.0,0,0
S23C590,o__Selenomonadales (UID1024),64,334,167,5,325,4,0,0,0,98.4,1.57,0.0,0,0
S23C5970,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S23C603,k__Bacteria (UID203),5449,104,58,80,24,0,0,0,0,32.76,0.0,0.0,3,2
S23C609,o__Clostridiales (UID1212),172,263,149,185,78,0,0,0,0,26.09,0.0,0.0,3,2
S23C627,o__Clostridiales (UID1212),172,263,149,52,210,1,0,0,0,87.79,0.34,100.0,1,1
S23C65,f__Lachnospiraceae (UID1256),33,333,171,127,205,1,0,0,0,62.59,0.58,100.0,1,1
S23C672,k__Bacteria (UID203),5449,104,58,99,5,0,0,0,0,6.9,0.0,0.0,3,2
S23C811,p__Actinobacteria (UID2112),31,211,124,8,201,2,0,0,0,97.17,1.61,0.0,0,0
S23C901,k__Bacteria (UID2495),2993,147,91,103,43,1,0,0,0,25.36,0.1,0.0,3,2
S23C931,o__Clostridiales (UID1226),155,278,158,24,251,3,0,0,0,90.35,0.9,66.67,0,0
S24C1630,c__Bacilli (UID284),725,279,151,4,169,103,2,0,1,97.85,47.43,64.71,3,2
S24C1752,o__Lactobacillales (UID374),471,350,191,174,176,0,0,0,0,43.97,0.0,0.0,3,2
S24C18,o__Actinomycetales (UID1812),229,457,227,78,374,5,0,0,0,79.3,1.16,20.0,1,1
S24C188,o__Lactobacillales (UID355),490,336,184,33,301,2,0,0,0,92.92,0.68,50.0,0,0
S24C1957,k__Bacteria (UID203),5449,104,58,88,12,4,0,0,0,17.24,5.17,100.0,3,2
S24C2043,k__Bacteria (UID203),5449,104,58,92,12,0,0,0,0,19.83,0.0,0.0,3,2
S24C205,g__Lactobacillus (UID377),91,430,154,75,352,2,1,0,0,87.66,0.97,100.0,1,1
S24C351,k__Bacteria (UID203),5449,104,58,88,16,0,0,0,0,15.17,0.0,0.0,3,2
S24C362,g__Lactobacillus (UID377),91,430,154,8,420,2,0,0,0,96.35,0.43,100.0,0,0
S24C39,k__Bacteria (UID203),5449,104,58,90,14,0,0,0,0,9.17,0.0,0.0,3,2
S24C442,k__Bacteria (UID203),5449,104,58,99,5,0,0,0,0,8.62,0.0,0.0,3,2
S24C562,c__Gammaproteobacteria (UID4387),965,277,177,12,265,0,0,0,0,95.48,0.0,0.0,0,0
S24C569,g__Lactobacillus (UID380),58,449,129,257,192,0,0,0,0,40.33,0.0,0.0,3,2
S24C589,k__Bacteria (UID203),5449,104,58,89,15,0,0,0,0,13.35,0.0,0.0,3,2
S24C6431,k__Bacteria (UID203),5449,104,58,93,11,0,0,0,0,18.97,0.0,0.0,3,2
S24C672,f__Enterobacteriaceae (UID5124),134,1173,336,56,1103,14,0,0,0,93.64,1.28,71.43,0,0
S24C85,o__Lactobacillales (UID544),293,475,267,9,459,7,0,0,0,97.1,1.54,14.29,0,0
S25C1039,o__Lactobacillales (UID355),490,334,183,40,283,11,0,0,0,86.96,1.23,90.91,1,1
S25C105,o__Lactobacillales (UID355),490,334,183,51,280,3,0,0,0,86.5,0.96,66.67,1,1
S25C1064,k__Bacteria (UID203),5449,104,58,0,56,44,4,0,0,100.0,44.54,1.79,3,2
S25C1120,o__Lactobacillales (UID375),177,350,163,19,321,10,0,0,0,96.66,3.77,60.0,0,0
S25C1134,o__Lactobacillales (UID355),490,332,181,151,180,1,0,0,0,59.74,0.28,0.0,1,1
S25C1771,o__Lactobacillales (UID374),471,350,191,104,188,55,3,0,0,76.35,19.83,89.06,3,2
S25C1872,k__Bacteria (UID203),5449,103,57,81,22,0,0,0,0,20.26,0.0,0.0,3,2
S25C188,k__Bacteria (UID203),5449,104,58,98,6,0,0,0,0,10.34,0.0,0.0,3,2
S25C2561,k__Bacteria (UID203),5449,104,58,103,1,0,0,0,0,1.72,0.0,0.0,3,2
S25C280,o__Clostridiales (UID1212),172,261,147,38,223,0,0,0,0,95.61,0.0,0.0,0,0
S25C307,o__Actinomycetales (UID1812),229,457,227,88,364,5,0,0,0,79.94,1.41,40.0,1,1
S25C310,o__Actinomycetales (UID1809),267,400,222,9,371,19,1,0,0,97.82,4.76,4.55,0,0
S25C351,k__Bacteria (UID203),5449,104,58,93,11,0,0,0,0,7.68,0.0,0.0,3,2
S25C579,p__Actinobacteria (UID1454),732,206,120,10,196,0,0,0,0,94.58,0.0,0.0,0,0
S25C581,o__Actinomycetales (UID1663),488,309,185,162,136,11,0,0,0,46.78,2.86,18.18,3,2
S25C795,o__Actinomycetales (UID1572),580,286,171,164,119,3,0,0,0,46.94,1.46,0.0,3,2
S25C864,k__Bacteria (UID203),5449,104,58,95,9,0,0,0,0,15.52,0.0,0.0,3,2
S25C90,k__Bacteria (UID203),5449,104,58,78,26,0,0,0,0,27.22,0.0,0.0,3,2
S25C981,k__Bacteria (UID203),5449,104,58,72,32,0,0,0,0,47.7,0.0,0.0,3,2
S26C1,k__Bacteria (UID203),5449,104,58,89,14,1,0,0,0,21.0,1.72,100.0,3,2
S26C1042,o__Clostridiales (UID1212),172,263,149,161,102,0,0,0,0,33.01,0.0,0.0,3,2
S26C1053,k__Bacteria (UID203),5449,104,58,79,25,0,0,0,0,38.22,0.0,0.0,3,2
S26C1149,k__Bacteria (UID203),5449,103,57,82,21,0,0,0,0,30.99,0.0,0.0,3,2
S26C1158,o__Clostridiales (UID1212),172,261,147,24,234,3,0,0,0,88.54,0.88,0.0,1,1
S26C1191,k__Bacteria (UID203),5449,104,58,86,18,0,0,0,0,26.03,0.0,0.0,3,2
S26C1206,p__Actinobacteria (UID2112),31,211,124,15,194,2,0,0,0,96.18,1.61,0.0,0,0
S26C122,root (UID1),5656,56,24,54,2,0,0,0,0,8.33,0.0,0.0,3,2
S26C127,o__Clostridiales (UID1212),172,263,149,71,188,4,0,0,0,77.09,1.01,25.0,1,1
S26C1308,o__Clostridiales (UID1212),172,263,149,21,242,0,0,0,0,89.26,0.0,0.0,1,1
S26C1359,k__Bacteria (UID203),5449,103,57,93,10,0,0,0,0,9.57,0.0,0.0,3,2
S26C1431,k__Bacteria (UID203),5449,104,58,77,27,0,0,0,0,36.68,0.0,0.0,3,2
S26C1516,k__Bacteria (UID203),5449,104,58,77,27,0,0,0,0,38.79,0.0,0.0,3,2
S26C157,k__Bacteria (UID203),5449,102,56,73,29,0,0,0,0,47.32,0.0,0.0,3,2
S26C1573,f__Lachnospiraceae (UID1256),33,333,171,63,261,9,0,0,0,88.98,2.19,88.89,1,1
S26C163,k__Bacteria (UID203),5449,103,57,96,7,0,0,0,0,12.28,0.0,0.0,3,2
S26C169,o__Clostridiales (UID1226),155,278,158,46,223,9,0,0,0,84.24,3.64,66.67,1,1
S26C171,c__Deltaproteobacteria (UID3218),61,284,169,2,280,2,0,0,0,99.29,0.79,50.0,0,0
S26C1736,f__Lachnospiraceae (UID1256),33,333,171,69,259,5,0,0,0,81.36,1.95,60.0,1,1
S26C1787,o__Clostridiales (UID1212),172,263,149,21,238,4,0,0,0,97.61,2.68,25.0,0,0
S26C183,f__Lachnospiraceae (UID1256),33,333,171,124,208,1,0,0,0,67.27,0.19,0.0,1,1
S26C1903,p__Actinobacteria (UID2112),31,211,124,95,115,1,0,0,0,61.68,0.81,0.0,1,1
S26C1929,o__Clostridiales (UID1226),155,278,158,37,239,2,0,0,0,92.34,0.47,0.0,0,0
S26C2044,o__Clostridiales (UID1212),172,257,149,208,49,0,0,0,0,24.15,0.0,0.0,3,2
S26C205,k__Bacteria (UID203),5449,104,58,98,6,0,0,0,0,10.34,0.0,0.0,3,2
S26C2063,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S26C2071,f__Lachnospiraceae (UID1256),33,333,171,120,211,2,0,0,0,66.72,0.49,0.0,1,1
S26C2088,k__Bacteria (UID203),5449,102,56,90,12,0,0,0,0,18.75,0.0,0.0,3,2
S26C2276,f__Lachnospiraceae (UID1256),33,333,171,91,239,3,0,0,0,80.99,0.8,33.33,1,1
S26C2279,root (UID1),5656,56,24,54,2,0,0,0,0,8.33,0.0,0.0,3,2
S26C2309,k__Bacteria (UID203),5449,104,58,97,7,0,0,0,0,10.34,0.0,0.0,3,2
S26C2319,k__Bacteria (UID203),5449,103,57,69,34,0,0,0,0,41.15,0.0,0.0,3,2
S26C2338,k__Bacteria (UID203),5449,103,57,61,41,1,0,0,0,64.04,1.75,100.0,1,1
S26C238,k__Bacteria (UID209),5443,105,59,14,91,0,0,0,0,93.22,0.0,0.0,0,0
S26C24,c__Clostridia (UID1085),35,420,196,213,204,3,0,0,0,49.15,1.53,0.0,3,2
S26C2444,o__Clostridiales (UID1226),155,278,158,77,199,2,0,0,0,78.55,0.79,0.0,1,1
S26C246,p__Bacteroidetes (UID2605),350,314,208,1,311,2,0,0,0,99.52,0.48,0.0,0,0
S26C257,o__Clostridiales (UID1212),172,261,147,5,256,0,0,0,0,96.6,0.0,0.0,0,0
S26C2610,f__Lachnospiraceae (UID1256),33,333,171,108,201,24,0,0,0,74.37,8.44,20.83,2,1
S26C265,p__Bacteroidetes (UID2605),350,314,208,2,309,3,0,0,0,99.04,1.44,33.33,0,0
S26C280,o__Clostridiales (UID1212),172,261,147,3,258,0,0,0,0,97.96,0.0,0.0,0,0
S26C2898,p__Bacteroidetes (UID2605),350,314,208,52,262,0,0,0,0,79.33,0.0,0.0,1,1
S26C2915,k__Bacteria (UID203),5449,104,58,78,26,0,0,0,0,31.68,0.0,0.0,3,2
S26C2928,k__Bacteria (UID203),5449,104,58,82,22,0,0,0,0,35.34,0.0,0.0,3,2
S26C2991,f__Lachnospiraceae (UID1256),33,333,171,274,56,3,0,0,0,17.11,0.97,33.33,3,2
S26C3025,o__Clostridiales (UID1120),304,250,143,46,200,4,0,0,0,91.18,1.34,0.0,0,0
S26C3068,k__Bacteria (UID203),5449,104,58,87,17,0,0,0,0,25.86,0.0,0.0,3,2
S26C308,c__Clostridia (UID1118),387,223,124,10,211,2,0,0,0,93.55,0.29,50.0,0,0
S26C3091,o__Clostridiales (UID1226),155,278,158,216,62,0,0,0,0,17.32,0.0,0.0,3,2
S26C3115,root (UID1),5656,56,24,52,4,0,0,0,0,16.67,0.0,0.0,3,2
S26C3181,k__Bacteria (UID203),5449,103,57,80,23,0,0,0,0,35.09,0.0,0.0,3,2
S26C322,k__Bacteria (UID2372),131,177,106,8,169,0,0,0,0,95.75,0.0,0.0,0,0
S26C326,f__Lachnospiraceae (UID1256),33,333,171,50,278,5,0,0,0,90.34,0.95,60.0,0,0
S26C356,k__Bacteria (UID203),5449,104,58,90,14,0,0,0,0,14.58,0.0,0.0,3,2
S26C360,o__Bacteroidales (UID2657),160,492,269,140,350,2,0,0,0,77.46,0.56,0.0,1,1
S26C3611,k__Bacteria (UID203),5449,103,57,93,10,0,0,0,0,12.6,0.0,0.0,3,2
S26C3726,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S26C390,k__Bacteria (UID203),5449,102,56,71,31,0,0,0,0,46.43,0.0,0.0,3,2
S26C392,o__Bacteroidales (UID2657),160,492,269,83,397,12,0,0,0,89.19,3.47,25.0,1,1
S26C434,o__Clostridiales (UID1212),172,261,147,7,252,2,0,0,0,96.6,0.45,50.0,0,0
S26C439,k__Bacteria (UID203),5449,104,58,91,13,0,0,0,0,18.97,0.0,0.0,3,2
S26C459,k__Bacteria (UID203),5449,104,58,77,27,0,0,0,0,32.1,0.0,0.0,3,2
S26C461,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S26C4699,k__Bacteria (UID203),5449,103,57,61,42,0,0,0,0,57.89,0.0,0.0,1,1
S26C500,o__Clostridiales (UID1212),172,261,147,112,147,2,0,0,0,57.63,1.02,50.0,1,1
S26C55,c__Clostridia (UID1118),387,223,124,5,218,0,0,0,0,97.55,0.0,0.0,0,0
S26C5602,k__Bacteria (UID203),5449,104,58,100,4,0,0,0,0,5.17,0.0,0.0,3,2
S26C615,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S26C62,k__Bacteria (UID203),5449,103,57,87,16,0,0,0,0,16.45,0.0,0.0,3,2
S26C622,c__Deltaproteobacteria (UID3218),61,284,169,12,269,3,0,0,0,96.89,1.78,0.0,0,0
S26C64,k__Bacteria (UID203),5449,103,57,96,7,0,0,0,0,5.02,0.0,0.0,3,2
S26C6658,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S26C723,o__Clostridiales (UID1212),172,263,149,51,208,4,0,0,0,88.6,1.9,50.0,1,1
S26C736,o__Clostridiales (UID1212),172,263,149,117,145,1,0,0,0,60.11,0.67,100.0,1,1
S26C7715,k__Bacteria (UID203),5449,104,58,98,6,0,0,0,0,8.62,0.0,0.0,3,2
S26C793,o__Clostridiales (UID1212),172,263,149,9,252,2,0,0,0,96.2,0.2,50.0,0,0
S26C823,k__Bacteria (UID203),5449,104,58,95,9,0,0,0,0,11.38,0.0,0.0,3,2
S26C85,o__Lactobacillales (UID544),293,475,267,0,471,4,0,0,0,100.0,1.12,0.0,0,0
S26C90,k__Bacteria (UID203),5449,104,58,69,35,0,0,0,0,42.87,0.0,0.0,3,2
S26C931,o__Clostridiales (UID1226),155,278,158,69,202,7,0,0,0,83.83,3.32,57.14,1,1
S26C955,o__Clostridiales (UID1212),172,263,149,184,79,0,0,0,0,34.49,0.0,0.0,3,2
S26C969,o__Clostridiales (UID1226),155,274,157,209,64,1,0,0,0,28.37,0.64,100.0,3,2
S26C981,o__Lactobacillales (UID374),471,350,191,161,188,1,0,0,0,55.83,0.26,0.0,1,1
S27C1,k__Bacteria (UID203),5449,104,58,95,9,0,0,0,0,15.52,0.0,0.0,3,2
S27C1039,o__Lactobacillales (UID355),490,334,183,120,212,2,0,0,0,69.13,0.82,0.0,1,1
S27C1042,o__Clostridiales (UID1212),172,263,149,150,113,0,0,0,0,38.08,0.0,0.0,3,2
S27C1149,k__Bacteria (UID203),5449,103,57,99,4,0,0,0,0,4.39,0.0,0.0,3,2
S27C1191,p__Bacteroidetes (UID2605),350,314,208,31,283,0,0,0,0,97.52,0.0,0.0,0,0
S27C1219,k__Bacteria (UID203),5449,104,58,69,35,0,0,0,0,48.75,0.0,0.0,3,2
S27C1234,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S27C1255,k__Bacteria (UID203),5449,104,58,99,5,0,0,0,0,7.76,0.0,0.0,3,2
S27C1449,k__Bacteria (UID203),5449,104,58,75,29,0,0,0,0,33.9,0.0,0.0,3,2
S27C1496,o__Clostridiales (UID1212),172,263,149,70,184,9,0,0,0,76.83,1.6,44.44,1,1
S27C1512,o__Clostridiales (UID1212),172,263,149,46,214,3,0,0,0,88.42,2.01,0.0,1,1
S27C1516,k__Bacteria (UID203),5449,104,58,73,31,0,0,0,0,38.24,0.0,0.0,3,2
S27C152,o__Clostridiales (UID1212),172,263,149,74,187,2,0,0,0,75.31,0.67,0.0,1,1
S27C157,k__Bacteria (UID203),5449,102,56,75,27,0,0,0,0,45.54,0.0,0.0,3,2
S27C1575,o__Clostridiales (UID1212),172,263,149,44,211,8,0,0,0,90.5,3.69,37.5,0,0
S27C169,o__Clostridiales (UID1226),155,278,158,65,212,1,0,0,0,85.85,0.06,100.0,1,1
S27C171,c__Deltaproteobacteria (UID3218),61,284,169,17,266,1,0,0,0,95.59,0.59,0.0,0,0
S27C1741,k__Bacteria (UID203),5449,98,58,60,36,2,0,0,0,51.9,3.45,100.0,2,1
S27C1771,k__Bacteria (UID203),5449,104,58,95,5,4,0,0,0,13.79,5.17,100.0,3,2
S27C1773,root (UID1),5656,56,24,54,2,0,0,0,0,2.08,0.0,0.0,3,2
S27C1799,k__Bacteria (UID203),5449,104,58,53,51,0,0,0,0,72.18,0.0,0.0,1,1
S27C183,f__Lachnospiraceae (UID1256),33,333,171,59,270,4,0,0,0,86.43,2.05,50.0,1,1
S27C1856,o__Clostridiales (UID1226),155,278,158,116,159,3,0,0,0,67.39,1.27,33.33,1,1
S27C187,k__Bacteria (UID203),5449,98,58,94,4,0,0,0,0,6.9,0.0,0.0,3,2
S27C1880,p__Actinobacteria (UID2112),31,211,124,1,210,0,0,0,0,99.19,0.0,0.0,0,0
S27C1914,o__Clostridiales (UID1212),172,263,149,101,161,1,0,0,0,69.71,0.34,100.0,1,1
S27C1929,k__Bacteria (UID203),5449,103,57,92,11,0,0,0,0,12.6,0.0,0.0,3,2
S27C193,k__Bacteria (UID203),5449,104,58,91,13,0,0,0,0,20.69,0.0,0.0,3,2
S27C1957,k__Bacteria (UID203),5449,104,58,83,21,0,0,0,0,27.59,0.0,0.0,3,2
S27C20,o__Clostridiales (UID1212),172,263,149,111,151,1,0,0,0,63.93,0.67,0.0,1,1
S27C2053,k__Bacteria (UID203),5449,104,58,70,34,0,0,0,0,51.72,0.0,0.0,1,1
S27C2088,root (UID1),5656,56,24,55,0,1,0,0,0,4.17,4.17,100.0,3,2
S27C2092,k__Bacteria (UID203),5449,104,58,90,14,0,0,0,0,20.69,0.0,0.0,3,2
S27C2282,o__Clostridiales (UID1212),172,263,149,211,52,0,0,0,0,8.1,0.0,0.0,3,2
S27C2319,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S27C2384,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S27C246,p__Bacteroidetes (UID2605),350,314,208,1,311,2,0,0,0,99.52,0.48,0.0,0,0
S27C2465,o__Clostridiales (UID1212),172,257,149,22,233,2,0,0,0,93.62,0.84,50.0,0,0
S27C257,o__Clostridiales (UID1212),172,261,147,11,244,6,0,0,0,94.22,1.31,66.67,0,0
S27C259,f__Lachnospiraceae (UID1256),33,333,171,161,171,1,0,0,0,57.84,0.58,0.0,1,1
S27C265,k__Bacteria (UID203),5449,104,58,74,30,0,0,0,0,44.83,0.0,0.0,3,2
S27C280,o__Clostridiales (UID1212),172,261,147,36,225,0,0,0,0,94.64,0.0,0.0,0,0
S27C2892,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S27C2898,p__Bacteroidetes (UID2605),350,314,208,47,266,1,0,0,0,91.07,0.24,100.0,0,0
S27C2915,o__Clostridiales (UID1212),172,263,149,162,97,4,0,0,0,34.13,1.74,100.0,3,2
S27C2991,f__Lachnospiraceae (UID1256),33,333,171,222,111,0,0,0,0,35.77,0.0,0.0,3,2
S27C302,c__Clostridia (UID1118),387,223,124,112,109,2,0,0,0,50.17,0.05,0.0,2,1
S27C308,c__Clostridia (UID1118),387,223,124,125,98,0,0,0,0,35.32,0.0,0.0,3,2
S27C322,k__Bacteria (UID203),5449,103,57,79,24,0,0,0,0,22.65,0.0,0.0,3,2
S27C326,k__Bacteria (UID203),5449,104,58,79,25,0,0,0,0,33.54,0.0,0.0,3,2
S27C3361,root (UID1),5656,56,24,54,1,1,0,0,0,8.33,4.17,100.0,3,2
S27C345,k__Bacteria (UID203),5449,104,58,99,5,0,0,0,0,8.62,0.0,0.0,3,2
S27C356,k__Bacteria (UID203),5449,104,58,80,24,0,0,0,0,25.81,0.0,0.0,3,2
S27C360,k__Bacteria (UID203),5449,104,58,84,20,0,0,0,0,30.49,0.0,0.0,3,2
S27C386,o__Clostridiales (UID1212),172,263,149,93,169,1,0,0,0,72.97,0.67,0.0,1,1
S27C403,o__Clostridiales (UID1212),172,263,149,65,197,1,0,0,0,83.91,0.67,100.0,1,1
S27C4137,o__Clostridiales (UID1226),155,278,158,239,39,0,0,0,0,14.28,0.0,0.0,3,2
S27C434,o__Clostridiales (UID1212),172,261,147,2,256,3,0,0,0,98.64,0.68,66.67,0,0
S27C449,k__Bacteria (UID203),5449,104,58,70,34,0,0,0,0,41.71,0.0,0.0,3,2
S27C461,k__Bacteria (UID209),5443,105,59,56,46,3,0,0,0,58.86,3.54,100.0,2,1
S27C468,root (UID1),5656,56,24,55,1,0,0,0,0,4.17,0.0,0.0,3,2
S27C4823,o__Clostridiales (UID1212),172,257,149,49,207,1,0,0,0,89.29,0.17,100.0,1,1
S27C49,f__Lachnospiraceae (UID1256),33,333,171,150,182,1,0,0,0,61.03,0.06,100.0,1,1
S27C498,k__Bacteria (UID203),5449,102,56,79,23,0,0,0,0,36.61,0.0,0.0,3,2
S27C527,o__Clostridiales (UID1212),172,263,149,80,182,1,0,0,0,76.47,0.22,0.0,1,1
S27C55,c__Clostridia (UID1118),387,223,124,11,211,1,0,0,0,93.12,0.07,0.0,0,0
S27C5630,p__Actinobacteria (UID2112),31,211,124,23,188,0,0,0,0,83.87,0.0,0.0,1,1
S27C577,o__Clostridiales (UID1212),172,263,149,163,100,0,0,0,0,34.75,0.0,0.0,3,2
S27C579,p__Actinobacteria (UID1454),732,206,120,58,148,0,0,0,0,71.3,0.0,0.0,1,1
S27C609,o__Clostridiales (UID1212),172,263,149,123,139,1,0,0,0,50.68,0.67,100.0,2,1
S27C622,c__Deltaproteobacteria (UID3218),61,284,169,2,277,5,0,0,0,98.82,2.37,0.0,0,0
S27C64,k__Bacteria (UID203),5449,103,57,77,26,0,0,0,0,40.35,0.0,0.0,3,2
S27C6658,root (UID1),5656,56,24,56,0,0,0,0,0,0.0,0.0,0.0,3,2
S27C706,c__Clostridia (UID1118),387,223,124,27,191,5,0,0,0,91.69,2.82,40.0,0,0
S27C760,o__Clostridiales (UID1212),172,263,149,80,181,2,0,0,0,74.95,1.34,50.0,1,1
S27C77,k__Bacteria (UID203),5449,102,56,86,16,0,0,0,0,22.32,0.0,0.0,3,2
S27C85,k__Bacteria (UID203),5449,104,58,91,13,0,0,0,0,11.99,0.0,0.0,3,2
S27C892,o__Clostridiales (UID1212),172,263,149,63,197,3,0,0,0,86.7,1.12,66.67,1,1
S27C931,o__Clostridiales (UID1226),155,278,158,85,191,2,0,0,0,70.98,0.84,0.0,1,1
S27C981,k__Bacteria (UID203),5449,104,58,83,21,0,0,0,0,33.62,0.0,0.0,3,2
S28C1039,k__Bacteria (UID203),5449,104,58,90,14,0,0,0,0,19.28,0.0,0.0,3,2
S28C1086,f__Lachnospiraceae (UID1256),33,333,171,233,100,0,0,0,0,32.86,0.0,0.0,3,2
S28C1149,o__Clostridiales (UID1226),155,278,158,36,236,6,0,0,0,86.21,3.8,66.67,1,1
S28C1251,k__Bacteria (UID203),5449,104,58,93,11,0,0,0,0,14.66,0.0,0.0,3,2
S28C1292,c__Clostridia (UID1118),387,223,124,5,215,3,0,0,0,96.91,2.02,0.0,0,0
